"USER_ID","PREDICTION"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,NA
368276,NA
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,NA
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,NA
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,NA
368276,"Republican"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,NA
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,NA
368276,"Democrat"
368276,"Republican"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,"Democrat"
368276,"Democrat"
368276,"Republican"
368276,"Republican"
368276,NA
